"id","company_name","subtitle","org_name","user_name","brand_mark","updated_at"
"1","Compliance Register","ระบบทะเบียนกฎหมาย SHE และกฎหมายอื่นๆ ที่เกี่ยวข้อง","จัสเทล เน็ทเวิร์ค","จป. วิชาชีพ","CR","2026-08-03T11:20:23.425282+00:00"
